lead_id,email,lead_created_at,lead_utm_campaign,lead_utm_source,lead_utm_medium,lead_utm_content,lead_utm_term,company_name,industry,country,lead_status
L10266,1a6121ada977a7bb90219b233f69e47a8e3c7d0808f34880e030a8cc3c317016,2024-10-17 16:00:00,Content Downloads,google,referral,content_4,keyword_13,Company A,Manufacturing,France,Contacted
L10267,5ff3a6af65000450225338ffb4d6515c1828251842c9d09bb65ecc182aadba15,2024-09-14 23:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,linkedin,cpc,content_5,,Company T,Software,Austria,New
L10268,21f60a8ae344ac0facd4ed116881ce600f876b0eb05e69b65f797a2ef0e61101,2024-10-13 03:00:00,Brand Awareness Q4,facebook,referral,content_5,keyword_5,Company G,Education,Germany,Qualified
L10269,5244cd5a5975d029487df40bb0f3fdc3d3f1efdbe917796cd7c89bc723f291ae,2024-09-27 21:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,organic,referral,,keyword_20,Company D,Retail,Germany,New
L10270,81ce50986b73fbce7ad254be9c50ca04634791ea31c0e791c4970a946f7ba537,2024-10-02 06:00:00,Demo Requests Campaign,google,referral,content_1,,Company G,Education,Switzerland,Qualified
L10271,84e71405672edb2d95ea50d61fffd890e209881b4848ebabbb1349aaa069065c,2024-09-16 00:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,,referral,content_2,,Company C,Education,Germany,Qualified
L10272,d59b74f30cfc735168b1a8098d7552639c29ac2655bacebab8a1bd1e3dca0c28,2024-10-12 07:00:00,Demo Requests Campaign,facebook,social,,,Company L,Education,Netherlands,Not Interested
L10273,839b706e267156a77b7d85e055010eddd187de03481d5094edd9af956cb705d6,2024-10-18 03:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,google,social,content_8,,Company I,Education,Germany,Qualified
L10274,f323b3fe6b389f32b17df64b3cc891d2d2b36188ff7aaf46893decdac2191e5a,2024-10-23 10:00:00,Product Launch 2024;1004;Cold Traffic;2010,direct,referral,content_8,,Company F,Software,France,New
L10275,120ffc88c2ad00ca0ba09989d3517995e89ff0a5ec60fc4cf2cc796149e9ce2c,2024-10-25 05:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,organic,social,content_6,,Company E,Finance,Switzerland,New
L10276,4321163d676fa86f8f916563c0938179964e934577470c76d621822a2cead0ea,2024-10-27 13:00:00,Lead Generation | DE | Form,linkedin,organic,,,Company S,Manufacturing,Netherlands,Nurture
L10277,c144a6bf98353be96e0d5e3ed7fa28639c0a9275ddc2476b31b5e4b1bdef2fae,2024-10-04 22:00:00,Brand Campaign;1001,google,referral,content_9,,Company T,Software,Germany,Contacted
L10278,b9f4b150fbb938a2c80af784d1879eabadfae73ae46da088d3cd804cf5941b12,2024-10-03 15:00:00,,facebook,email,content_5,keyword_8,Company R,Education,Switzerland,Not Interested
L10279,3bb4d304e0962d7751da1cc0bd94f0fb141fd40c268a9df3af5aab8da38985f7,2024-10-23 07:00:00,Product Launch 2024;1004;Cold Traffic;2010,direct,referral,content_2,,Company A,Software,Switzerland,Not Interested
L10280,125608f803aeaf34bb9e53fe5ec39d4f1dc6f14e8813cc975dbdcf8271ef9fed,2024-09-03 17:00:00,Lead Generation | DE | Form,organic,organic,content_8,,Company L,Software,France,Not Interested
L10281,3d16af8d52f6b72aafd3236de3b61ef9e90d3009b6a324ec155a1c52bf0512ff,2024-09-22 17:00:00, Lead Generation | DE | Form ,linkedin,cpc,content_4,keyword_12,Company J,Healthcare,Austria,Qualified
L10282,88aeb2d0a53d315efb8f36b7e4b94bdf54cdc97e12d34b90eaebbab197701856,2024-10-15 03:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,direct,organic,content_2,,Company M,Manufacturing,Switzerland,Contacted
L10283,4c2c426a12d94a6c7e5a98a1a694ca6bf3462939d99788ec91d1e713f52680fa,2024-10-16 10:00:00,Product Launch 2024;1004;Cold Traffic;2010,organic,referral,content_10,,Company E,Finance,Germany,Nurture
L10284,062bd8340d853f1742126ed557065530ecc3514eb85a0f36199c1763c64a1bdb,2024-10-18 01:00:00,Google Brand Campaign,direct,,,,Company S,Manufacturing,France,New
L10285,2a89e57fa942fc19c60575c46e4097c08522e91436e00c981a48dab71111f635,2024-09-25 21:00:00,Content Downloads,direct,organic,,,Company I,Finance,Netherlands,Qualified
L10286,7932dd19a69b9081d9e2c779cebda65a86316823486bff6147d346bb8e143360,2024-09-29 04:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,organic,organic,,,Company R,Education,France,Contacted
L10287,45ab3cea8810b06c37e7dbec0869a7588fff5fe2c18519d598fe83d18fd66f1d,2024-09-14 19:00:00,;1003;Ad Group;2001,google,,content_3,,Company K,Education,Germany,Qualified
L10288,bb76e4a9e991b77b6b3afb6227d6c0ded616b12f560231a4f7a95015487b5114,2024-10-06 15:00:00,Google Brand Campaign,organic,referral,,,Company A,Finance,France,New
L10289,40672ef8ccb67571a9b48b96e612a2da9c90808f30d757b6e16261c26b9a7678,2024-10-13 01:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,,social,,,Company J,Manufacturing,Austria,New
L10290,6bf8da804a34b50bb048679a773ddb1acd86082b832ef205159d63f882622bbd,2024-09-23 14:00:00,Content Downloads;1006;Lookalike Audience;2016,google,organic,content_9,,Company J,Education,Germany,Not Interested
L10291,669aaaa7ca52554a2382fc0f2ab6434b094ba5f84ed853ef5d04848a97c60ee8,2024-09-25 13:00:00,,,organic,content_5,keyword_15,Company H,Education,Netherlands,Nurture
L10292,ea83a2b7debb5c24aefcf3a46f7cd7367201de508cea6d7b7ecd943cf20789d8,2024-10-05 23:00:00,Product Launch 2024,google,,content_3,,Company D,Finance,Germany,Not Interested
L10293,9641b4410a2a447c07ec522d2582c4c1c5e448bd30feb2c016a86d2d11295678,2024-09-18 17:00:00,24-09 | DE | Leads | Form | ALC+ | 120220805451400171,linkedin,referral,,keyword_5,Company K,Healthcare,Germany,Nurture
L10294,4d378b2486d06dbc73ebe22024ff9945a6b388dfbf0371af2998e1e51138ce66,2024-10-24 21:00:00,Content Downloads,linkedin,social,content_9,keyword_18,Company R,Finance,Germany,Qualified
L10295,c56c704ffe29417299900b9061ec05a532f78e57d8ee011393a84cad76d4514f,2024-09-15 06:00:00,Content Downloads,google,,content_8,,Company A,Software,Netherlands,Not Interested
L10296,047e366dc95f5d2b5cdc39988352826193c1fb7d5d49b64af286d99daa3c6508,2024-09-16 20:00:00,Product Launch 2024,,email,content_2,keyword_18,Company J,Software,Austria,Qualified
L10297,c757ec34d5f23a0c9fa323f38777513c2113430a55b073d95313405940a237e1,2024-10-03 16:00:00,Brand Awareness Q4,google,cpc,,keyword_18,Company R,Software,Germany,Contacted
L10298,605feb4b85a958548026d4bf1f7b2680fb0434cf77009851d7670ed0f3d5f860,2024-10-13 20:00:00, Lead Generation | DE | Form ,google,referral,content_2,,Company E,Software,Switzerland,Qualified
L10299,a423198ca8b124cc40dab9ab977f733f1713dd3a2e96b4e45d967c794fa38e00,2024-09-03 02:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,organic,social,,keyword_15,Company M,Finance,Netherlands,New
L10300,6a6ebca3275c84e3dd60bf374e5ff3eba8bf2e87f82daad545f2f55f24730362,2024-09-25 21:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,organic,organic,content_2,keyword_17,Company D,Retail,Netherlands,Nurture
L10301,8373b1a23e433910556b9ed856270ccf104647c99c905aa77321537b8edf1924,2024-09-06 09:00:00, Lead Generation | DE | Form ,facebook,organic,content_7,,Company R,Retail,France,Qualified
L10302,61b0b45a53ee527af1a91bf2a565edfb2e565a7aa31502d4af9745086ca28526,2024-10-14 23:00:00,Brand Awareness Q4,organic,cpc,content_10,keyword_18,Company C,Retail,France,Qualified
L10303,3d15a7fcce1eb8f6c3180809b92fb7c87c76f70a21f80629c227536f1f90e734,2024-09-14 13:00:00,,google,social,content_5,keyword_6,Company S,Software,Austria,Not Interested
L10304,2dcc957c8d777e2ccf37ee5aa46f83f02c23f6e22f23500b9254ebf1c861dc0c,2024-10-12 17:00:00,Content Downloads;1006;Lookalike Audience;2016,facebook,organic,content_6,keyword_8,Company D,Retail,Austria,New
L10305,940a36caca7587ac93e32865a033fb27089f4c25471f523ec0f1ff776bee1f35,2024-10-28 06:00:00,Google Search Prospecting,linkedin,social,content_6,,Company N,Manufacturing,Germany,Qualified
L10306,7808fce89742662b7cc5e42cbb6aefb8ae048fd45a4e536c92efc93a35798e50,2024-09-16 07:00:00,;1003;Ad Group;2001,linkedin,email,,keyword_12,Company J,Finance,Austria,New
L10307,4d502dd487864d5e73b9e70ca2235bf4738ea0085f35eaa9dd721bd2ac11a33a,2024-09-12 20:00:00,Demo Requests Campaign,google,social,content_2,,Company A,Healthcare,Germany,Nurture
L10308,1d663fe7b127215de9a7f1091dcaa1aaa0524418e38d11b22a8b30e1231fdca7,2024-10-08 12:00:00,RETARGETING CAMPAIGN,,organic,,,Company E,Retail,Switzerland,Contacted
L10309,a24946a1a871e9fef171f34f4b4bac7c0f691a553029d69dbe71a0dc637d3049,2024-10-28 18:00:00,Test Campaign;1002;,organic,referral,content_1,,Company T,Education,France,Nurture
L10310,fa7cc8a2068b7d7057ad3c8b05081aee8d31daee0362a7ad1183638c823bb8f3,2024-09-09 14:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,,social,,keyword_12,Company B,Manufacturing,Switzerland,Contacted
L10311,dc297eee926bb27d94d8a319d8bcb138faa9bfb543154515a0bb28f5ac2b50af,2024-09-05 08:00:00,Brand Awareness Q4,organic,,content_8,,Company B,Software,Netherlands,New
L10312,7ffb9033957643e5083314365dbf16c3ec5d41746928f07d9ed39ece8a473c6c,2024-10-16 16:00:00,Demo Requests Campaign,linkedin,organic,content_7,keyword_3,Company Q,Retail,Switzerland,Contacted
L10313,03b9182b9c0ddbc5a57618c177c23e82ca3960016971010e767dafe58a81b237,2024-10-04 12:00:00,Content Downloads,direct,cpc,content_3,keyword_8,Company C,Healthcare,Netherlands,Contacted
L10314,6a59601e55d50c764c840b3ac19ac05f58d99046d37322145079441f56b735e1,2024-09-10 05:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,facebook,referral,,,Company P,Education,Switzerland,Not Interested
L10315,71be360b5cde8e5c701ea340bfb087c63595c0200fa7db31b3b165618dc870fa,2024-09-14 18:00:00,Product Launch 2024;1004;Cold Traffic;2010,facebook,organic,content_9,keyword_19,Company E,Software,France,Qualified
L10316,54eeee2045b8269daa0b1991e09472b84f3969334b18eaae0ad8344bab78f4f6,2024-10-30 05:00:00,Google Brand Campaign,organic,email,,keyword_20,Company P,Finance,France,Contacted
L10317,03723cc4a4c292b8c8a766ddfb614804772c65e2ce82a6d601541e738d203d1d,2024-10-24 13:00:00,Retargeting Campaign,organic,email,,,Company C,Manufacturing,Switzerland,Not Interested
L10318,b37b87b71f93f86a1275546d109bd4f49fa18f783946e4c75eb477715c12aa3d,2024-09-09 03:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,organic,social,content_3,keyword_20,Company T,Software,Austria,Nurture
L10319,9d931bef3e8716d6086f9211f17bcb8fe821218c3a6434b3c3440330b8a6070f,2024-10-19 03:00:00,Content Downloads;1006;Lookalike Audience;2016,organic,cpc,,,Company N,Healthcare,Switzerland,Qualified
L10320,012103f6a1dc3d790b9d4d0d061289778f99fcb2dff4860d14afd243ecad2579,2024-10-26 01:00:00,Google Brand Campaign,direct,referral,content_10,keyword_5,Company I,Finance,France,New
L10321,820f500e4c3b2a9fa67950ca33582eacbfbd9e5a021f101e2d43e3c8a5934573,2024-09-19 19:00:00,,google,cpc,content_2,,Company M,Education,France,Qualified
L10322,0a9e28ea2c3996b268c80b7bd1c5590ce0c867c329c5d210f6b2d79102a59aa7,2024-09-27 11:00:00,Product Launch 2024;1004;Cold Traffic;2010,linkedin,organic,content_6,,Company M,Manufacturing,Switzerland,Nurture
L10323,0a9e2252b335f6291cb3e1469d436b43ed2b202f2a520901e163aec7b374d771,2024-10-21 17:00:00,Content Downloads,direct,email,content_7,,Company D,Education,France,Not Interested
L10324,10e9a73318ab7ac86f02f633216e45424c0fc8395b401cd53465e7996b39ee1d,2024-10-21 22:00:00,,organic,email,,,Company B,Manufacturing,Switzerland,New
L10325,ff3bfe27d52c2d1825d90ce2ca3a2c0a02dac62a28666ab59076c020e9a5a484,2024-10-22 02:00:00,,organic,cpc,content_6,keyword_2,Company M,Finance,Austria,Nurture
L10326,ae30885a271f967b342ac8adf94119c0c05def86bff2df6ba3fe519c8ba3019e,2024-09-19 22:00:00,,google,referral,content_9,keyword_2,Company T,Healthcare,Austria,Contacted
L10327,c1ecd8b435d2bcf4cfcae0012164b852b00dce3a164fac767da55ba2b7edb433,2024-10-10 05:00:00,Content Downloads,facebook,,content_5,,Company L,Education,Switzerland,Not Interested
L10328,6b0aad2f0dea250e80a10af8fbf5d8b90d70cafe7a8b67e080dfc352b88381e4,2024-10-08 06:00:00,Lead Generation | DE | Form,,organic,,keyword_9,Company H,Healthcare,France,Not Interested
L10329,cf3eac8a77af34650fc40da7c4e7fab5a76b277701d15ad3604191b641303644,2024-10-30 12:00:00,Demo Requests Campaign,organic,cpc,content_6,,Company Q,Retail,Austria,Nurture
L10330,8c5b49e7bf281a1e253bea04a90078cccf159ed651bb77abfba1476172ebcffe,2024-09-17 22:00:00,Google Brand Campaign,google,referral,content_10,,Company P,Software,Netherlands,New
L10331,f4c36842a29ec6e653d8b0d0ccd22e34ead5dc99a3b35cf461bfacc70b5ed4a6,2024-09-25 20:00:00,RETARGETING CAMPAIGN,google,referral,,,Company A,Education,Netherlands,Contacted
L10332,f4ed3e4f5676b88f8f925510e010863aef0b6b1595bf0babc3a565a03fc3abcc,2024-09-19 02:00:00,Content Downloads,google,email,content_10,keyword_7,Company P,Education,France,Contacted
L10333,8f03cbbf258cd2d6ad53b52c110b5c378070e0692b9025300040c3ec81871ee5,2024-10-18 07:00:00,,google,organic,content_2,keyword_3,Company P,Healthcare,Germany,Nurture
L10334,ce49727cb6323ac29ca42188abc4c88965c8e704138683c95cd550c1c3f5c165,2024-09-03 15:00:00,Content Downloads,organic,referral,content_9,keyword_8,Company S,Manufacturing,Germany,Nurture
L10335,514bed947259a0dad33eba5fd51e85d5970e48a72bab9cb3a604ad49c76a960c,2024-10-22 13:00:00,Brand Awareness Q4,direct,social,content_2,,Company O,Retail,Germany,New
L10336,f1f39215af61282ec8ff639e50577bfa860f14169be4d127d19316cc182af014,2024-10-14 06:00:00,Lead Generation | DE | Form,organic,social,content_4,keyword_20,Company K,Retail,France,Not Interested
L10337,773576a69829612ed9a6796a2c84ec73ab77015cbc0376502040a528225f3e72,2024-09-28 06:00:00,Content Downloads,direct,social,content_10,,Company D,Education,Netherlands,Contacted
L10338,edfad6f878e917f1d9231eeebce067c123a7c347241155a0affcb81de2a33b17,2024-10-06 13:00:00,,google,cpc,content_8,keyword_17,Company R,Education,Netherlands,Not Interested
L10339,7f417b42a6b6dcb7bc016ee26988622cc64ff1de91a6c3d0f301455a128a3582,2024-09-20 08:00:00,Brand Awareness Q4,google,email,content_2,keyword_11,Company I,Retail,Netherlands,Nurture
L10340,52216c122917a8113e2ff69f2b2aff6a66b348ddc24d64e8b9917bc437df8de3,2024-10-06 08:00:00,Google Brand Campaign,organic,organic,content_9,keyword_10,Company L,Retail,Austria,Not Interested
L10341,ed363d92d5c5f99ed7206ce2c6822f93f984f2b0f0b7967bfeceb0dae64e4482,2024-10-20 23:00:00,Lead Generation | DE | Form,linkedin,social,,,Company K,Finance,Austria,Nurture
L10342,8424476ad2d5b4296516a498eb01ac6505622fbc821b4aa6531e82b356afd21e,2024-09-26 02:00:00,Retargeting Campaign;1003;Retargeting;2007,linkedin,email,content_7,keyword_15,Company L,Education,Austria,Nurture
L10343,c817fd878b2466c98604676f2129276bd89345e2da26e11e291a88b0b12bd4b7,2024-09-29 13:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,google,cpc,content_7,keyword_3,Company P,Healthcare,Germany,New
L10344,a2ad09cf43c1658da5cef29ec9406167abf8afa31646572a74867b19718cfb11,2024-10-20 12:00:00,Lead Generation | DE | Form,organic,referral,content_4,,Company O,Education,France,Contacted
L10345,39b9e87c011326ddf32afd98cb3222784a658dcfcac0aa253e8e68af250f4e22,2024-10-04 05:00:00,Content Downloads;1006;Lookalike Audience;2016,linkedin,referral,,,Company I,Healthcare,Switzerland,Contacted
L10346,d3cf2a9ee7633f7cc2b64054f456a04693a9ebfd51c2f1dae80647ac781172e6,2024-10-15 17:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,organic,organic,content_6,keyword_8,Company C,Finance,Netherlands,Qualified
L10347,328330a505b99bd7fc3d7e51f47c33eb467d90bb9f20707bd6330495eb6063e8,2024-09-27 08:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,google,referral,content_8,,Company P,Retail,Germany,Not Interested
L10348,31266933c39ca018ea704fecca9a75a6b6876160f56e093876c01025d14c55d5,2024-10-22 09:00:00,Brand Awareness Q4,google,organic,content_4,keyword_13,Company M,Manufacturing,Netherlands,New
L10349,14d7ea4535e5643f51a709b9edd3388dac9cfb0cb4c77e743299b7e876643b7d,2024-09-28 20:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,linkedin,organic,,keyword_3,Company F,Manufacturing,Netherlands,New
L10350,b11ae5390020d40bb62a7c3494a89ee4d81eed2455799ed3f23b37ac8b1c295c,2024-10-11 14:00:00,Demo Requests Campaign,direct,cpc,content_9,keyword_4,Company J,Retail,France,Not Interested
L10351,688d77a3456a751ab0a2180e7a27299e4478fe59afe477e816b7394ea12cd32b,2024-10-17 00:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,google,email,,keyword_12,Company O,Education,Germany,Qualified
L10352,88e31c9ab96ef181464ba58a998c1474fec2fec45116bedfacf8dd05891830b4,2024-09-06 04:00:00,Product Launch 2024;1004;Cold Traffic;2010,direct,email,,,Company D,Education,France,Not Interested
L10353,304d030ce885f0611c62d7065e32673c842224e0527b8acdd7b309b8606fe763,2024-10-20 14:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,facebook,social,content_5,,Company F,Education,Germany,Nurture
L10354,c02abf14649f12f4ba1b4cb5e18362f9db10cada377bf64b914e137bbf1c0621,2024-10-04 03:00:00,24-09 | NL | Conversion | Image | RET | 112233445566778899,linkedin,social,,keyword_14,Company K,Software,France,Qualified
L10355,008075d80555ab21e0a44c6d8577c88a42e70129468576b209bcc97dd523e6f9,2024-10-08 03:00:00,Product Launch 2024,facebook,referral,content_3,keyword_3,Company H,Manufacturing,Switzerland,New
L10356,a948547638053b6aa2937c40a98fcb265f80da51f4afbf09dcb837057ec77225,2024-10-14 19:00:00,Brand Awareness Q4,google,cpc,content_4,keyword_18,Company L,Finance,France,New
L10357,06567751f222a8a6f61bb43b514f3812b405ae078c6b6c46b7762f62b5bfbf9c,2024-10-15 12:00:00,Retargeting Campaign,facebook,referral,content_9,,Company G,Healthcare,France,Nurture
L10358,260366d980a96462844908137d2979c0988e44f98d4a82e72e0a7a67415a9c7d,2024-09-23 10:00:00,Test Campaign;1002;,organic,,content_2,,Company O,Retail,Netherlands,Nurture
L10359,2fd299c2a57691f7ff003e258fcbe0828fb3b0d225eec8f99de7f3d058be600e,2024-09-24 14:00:00,Content Downloads;1006;Lookalike Audience;2016,google,organic,,,Company H,Retail,Germany,Nurture
L10360,946a6999160c04ff308490d02e57cb16e3775d32094d3e8f4bc13dd16add72fd,2024-10-23 12:00:00,Content Downloads;1006;Lookalike Audience;2016,organic,email,content_6,keyword_17,Company C,Software,France,Contacted
L10361,4c672b350567626a848898a500ed1e3e358c6bbb7e7ed4eece0c754d0bf3e1c2,2024-10-26 01:00:00,Product Launch 2024;1004;Cold Traffic;2010,facebook,referral,content_9,,Company S,Retail,Germany,Qualified
L10362,6d7db74dbc2ac51b28b5ff34a1afd02aa68558bc72ef67b6cfcf79821feccf84,2024-09-15 19:00:00,Brand Campaign;1001,,referral,,,Company O,Education,Germany,Qualified
L10363,adb122cc8099bb862fa59536ac6c01d15818bfcbcc254ff622af5dd1307fbd10,2024-10-06 23:00:00,,linkedin,cpc,,keyword_2,Company C,Retail,Germany,Contacted
L10364,99899b208a151e3ab4232603d3ed30a47298ee9c70e7889be2a83b795a2c9980,2024-10-04 03:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,google,social,content_3,,Company R,Finance,Germany,Nurture
L10365,2c99914d354b3e3a97f43daf1dc3f12189d27925c542f45c83713cf8aa48acfd,2024-09-23 21:00:00,Google Brand Campaign,google,organic,content_6,,Company R,Healthcare,Switzerland,Qualified
L10366,e6ae16dcb3bdbe7f267c7ad043d8b106ca09cc3e94a1534d9c8fb336142c0c2b,2024-10-28 10:00:00,Content Downloads,direct,referral,,keyword_8,Company S,Healthcare,France,Not Interested
L10367,dd9229de05c479bd624e4fbe746250a5676c4e9b96e65b027dad05e97916c556,2024-10-20 17:00:00,,direct,referral,content_1,,Company T,Software,Austria,Contacted
L10368,e5163597e0c8e8b09bc1c1a9fb5e23d9e2726136500f0d6d15e115e9e15bf918,2024-10-27 09:00:00,Lead Generation | DE | Form;1002;Lookalike Audience;2004,linkedin,email,,,Company S,Healthcare,France,New
L10369,5223b023cf1aaf168b0dbfdb82422ba77b7f8c61601cf7e595c83678d067019e,2024-09-03 14:00:00,Retargeting Campaign,organic,email,,keyword_13,Company S,Manufacturing,Germany,Qualified
L10370,2c82fdcb4e5b57157abc968fd6a635218a20e90c6f1d8cad43ec53b460b6f480,2024-10-21 15:00:00,Content Downloads;1006;Lookalike Audience;2016,facebook,email,content_10,keyword_2,Company K,Retail,Switzerland,Not Interested
L10371,ba141c91482ee48ec6f6e9ecf5e5345e8651c0b32eb15cb572f35f0746447b8f,2024-10-30 03:00:00,,organic,,content_7,keyword_17,Company B,Retail,Austria,Nurture
L10372,15d39f190f4a1138e9649933907530342afa9e85545017ef3a2fe5301dad79b3,2024-09-10 10:00:00,Product Launch 2024,direct,,,,Company C,Manufacturing,Switzerland,Qualified
L10373,9bbb54fbc1b7c76d0abf3ae147917f20a17e9748126dfbd87883658cdc73672e,2024-10-21 12:00:00,Retargeting Campaign;1003;Retargeting;2007,organic,organic,content_2,keyword_14,Company E,Manufacturing,Switzerland,Nurture
L10374,d22bedde04a62f24bb8b833c71b27f628b57fc8dd0485dd1f2939fc8f855f243,2024-09-13 15:00:00,Product Launch 2024,organic,cpc,content_7,keyword_19,Company C,Software,Switzerland,Not Interested
L10375,da0d3001290cb14ef55839a0537f8006d6f2ea852ce9efa17df231cd89ba6c2a,2024-09-24 11:00:00,Retargeting Campaign;1003;Retargeting;2007,facebook,social,,,Company O,Healthcare,France,Not Interested
L10376,4ad60d963a556954733212f4531e29007e2a01e351a5cdf37b5687b1759932f0,2024-09-03 07:00:00,Retargeting Campaign;1003;Retargeting;2007,facebook,cpc,content_10,,Company J,Software,Netherlands,New
L10377,a0c79d5b3d8afc6734954f5f534dfb7279ef6a6c3814fed130077b717f55a91f,2024-09-20 14:00:00,Content Downloads,organic,organic,content_5,,Company T,Education,France,New
L10378,407f3110accf498176342650cb827ba08e5ec7ffc35cd35061fcc7c70e0344ed,2024-09-25 18:00:00,,linkedin,email,content_10,keyword_15,Company A,Software,Switzerland,Qualified
L10379,4b2932951361721ec2f614a5e8f5d7253ca9e6efbd2014c0bab90b2ccf5c7b39,2024-10-13 21:00:00,Lead Generation | DE | Form,direct,referral,content_2,,Company P,Healthcare,Austria,New
L10380,8dadfe6dc8fba51e348710180dd9148dacf545831e4449e431be21acf4efad53,2024-09-12 06:00:00,Google Search Prospecting,facebook,organic,content_8,keyword_6,Company A,Retail,Netherlands,Qualified
L10381,c89f98d7fa0f9dfc006477bc38545f760364532e6f20b5dc6705033aaf82c7d4,2024-10-11 09:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,facebook,referral,,,Company A,Healthcare,Netherlands,Contacted
L10382,11cf0e4cd257e0c1a0b029dc405e126d9824ed1ec59b4615a6a5117b98ea15b4,2024-09-10 10:00:00,,facebook,organic,,,Company H,Finance,France,Nurture
L10383,a3aa09e3de0e4e1b6ce68e0f8ae8d8103ce8e7923ebb968428a9f5d9d0efc6f4,2024-09-10 13:00:00,,,organic,content_3,,Company G,Manufacturing,Netherlands,Nurture
L10384,8d2fc2087f7d44e68004f80f83bb6eb65464afd65cf10cc99150a4e479d7cd72,2024-10-29 04:00:00,Retargeting Campaign,organic,,content_9,,Company D,Manufacturing,Netherlands,Contacted
L10385,c244a267b78531d005de2c9100951a51958e43a9247d13535541b302509daad8,2024-10-17 00:00:00, Lead Generation | DE | Form ,,email,content_4,keyword_6,Company A,Healthcare,Austria,Qualified
L10386,1380d8458825720fb19ff0ae14c7a2efd7d74ae9f8a2e0752c9be6a1a46da58a,2024-10-09 18:00:00,Product Launch 2024,facebook,referral,content_10,keyword_12,Company F,Finance,Switzerland,Not Interested
L10387,3179fd1fafb59ce1cacd5607d76f4aaf809318e9d71becd61e83ce3f0b0338db,2024-09-09 05:00:00,Brand Awareness Q4;1001;Interest Targeting;2001,facebook,,,keyword_7,Company G,Software,France,Not Interested
L10388,f1ec5877fabe67de1fe1afd10782a009a7736ed9ad591722c754e9a510da3983,2024-10-26 19:00:00,Content Downloads,google,cpc,content_7,,Company M,Healthcare,Austria,Nurture
L10389,5a281bdd43acae4da5fd17e6f209e4154d3d6fdc92ee099b264e591938735106,2024-10-05 16:00:00,Brand Awareness Q4,direct,cpc,,keyword_18,Company M,Education,Germany,Nurture
L10390,16f38df2bb57316c099e29aa95f0b242482f1d8dc3615f917542c3c24dd938ff,2024-09-25 16:00:00,brand awareness q4,direct,email,,keyword_6,Company N,Retail,Austria,New
L10391,7b62e9122de067f6eb07dc7018aa84ffc1c099c9ff0378cfcc0de83439ebd6ce,2024-10-15 16:00:00,,direct,organic,content_10,,Company R,Manufacturing,Switzerland,Not Interested
L10392,7abb3a186c3e299163f15ceedbab5dd523d4e368b39926b2574c3b9dbeece0bc,2024-09-21 14:00:00,Product Launch 2024;1004;Cold Traffic;2010,google,cpc,content_3,,Company D,Software,Germany,Not Interested
L10393,a42b52a30b6f565b1d8f29f2d55baeec97038d795082291962ebd13843634646,2024-10-11 11:00:00,Content Downloads;1006;Lookalike Audience;2016,organic,social,content_7,keyword_6,Company K,Healthcare,France,Contacted
L10394,369d21f66917600e599803e81d1031b83931114ad8b9c0c0eb3807f6c576efce,2024-10-26 04:00:00,Content Downloads;1006;Lookalike Audience;2016,linkedin,referral,content_3,keyword_5,Company G,Software,Austria,Qualified
L10395,e197e98fccce95372a6846970f9bf6bca9fa04127dd56d8278cc46e152d804d3,2024-09-01 14:00:00,Google Search Prospecting,facebook,referral,content_10,,Company O,Finance,Switzerland,New
L10396,da5b08dae1cbf1c07b79d76a3caf30ac428c91d4e89d0da56cb456865d72c57c,2024-10-09 19:00:00,Demo Requests Campaign;1005;Interest Targeting;2013,organic,social,content_3,keyword_12,Company B,Manufacturing,Germany,Nurture
L10397,49c3cd42298e308cdf2f8d0f8b761ed7d241ed607420cd5d1d91f9706d2d76c1,2024-10-24 19:00:00,24-09 | DE | Leads | Form | ALC+ | 120220805451400171,direct,,content_5,,Company T,Healthcare,Austria,Contacted
L10398,23850f250221ff27cf54899c9184b9236f1668017477538f5cf0fdeea162d1b1,2024-09-30 23:00:00,Brand Awareness Q4,linkedin,referral,,,Company R,Software,Netherlands,Not Interested
L10399,73bdc37d8734bfa7f3f5d78e9999e8742d57f606af9af171fae7c520f9f4a052,2024-09-09 03:00:00,Demo Requests Campaign,direct,social,content_2,,Company Q,Software,Switzerland,Nurture
